Date,Revenue,Marketing Spend (Google),Marketing Spend (LinkedIn),Marketing Spend (Campus),Marketing Spend (Events),Operational Costs,Number of Enrollments,Retention Rates,Seasonal Trends,Conversions (Google),Conversions (LinkedIn),Conversions (Campus),Conversions (Events),Leads Generated (Google),Leads Generated (LinkedIn),Leads Generated (Campus),Leads Generated (Events),Customer Acquisition Cost (Google),Customer Acquisition Cost (LinkedIn),Customer Acquisition Cost (Campus),Customer Acquisition Cost (Events),Payment Terms,Fixed Costs,Variable Costs,Liabilities
2021-11-03,36204.45,4921.47,3903.42,1621.58,3053.75,4273.13,47,0.88,Medium,8,5,7,5,21,14,13,16,83.78,143.89,153.18,193.55,30 days,2669.8,1124.77,3369.22
2021-11-04,21691.49,1270.01,3128.42,1844.23,2733.58,7620.74,34,0.92,Low,5,6,6,7,22,23,16,10,114.89,129.19,116.01,178.91,90 days,3820.77,1203.85,2589.53
2021-11-05,28104.4,3074.8,3752.33,2159.06,1213.98,6876.58,60,0.7,Medium,13,6,4,7,28,20,10,14,124.69,184.19,208.95,228.12,90 days,3549.55,1459.82,1524.65
2021-11-06,26030.48,1717.46,3239.08,2459.93,1021.33,5872.14,63,0.94,Medium,13,5,3,5,27,8,8,17,64.45,139.71,202.73,178.64,90 days,3482.83,1893.95,4935.59
2021-11-07,33251.23,4882.71,2693.49,1487.02,1517.25,6478.2,63,0.79,High,9,6,7,3,23,8,12,12,164.25,216.61,215.97,82.15,90 days,2910.0,1785.71,2893.07
2021-11-08,19961.12,1453.21,1414.47,2115.12,3430.6,7621.58,39,0.95,Medium,12,6,3,15,19,16,10,7,70.6,188.29,196.51,118.23,60 days,2227.03,1602.93,4995.74
2021-11-09,21519.54,2614.4,2933.39,876.53,1344.81,6561.97,48,0.76,Low,12,10,3,9,13,11,11,10,148.21,77.03,73.62,161.6,60 days,2902.96,2776.59,2805.44
2021-11-10,32057.04,3951.54,2794.81,2831.62,1922.77,4841.87,50,0.82,Low,5,9,4,7,21,8,12,11,117.8,103.84,104.41,159.94,90 days,4075.7,1175.96,4140.62
2021-11-11,27114.18,3818.22,2727.9,1457.65,687.06,6565.14,67,0.79,Low,12,9,5,7,30,11,11,9,171.64,145.74,139.95,66.66,30 days,3865.97,1288.31,3815.57
2021-11-12,25697.89,2690.91,2367.31,2323.8,1751.96,3201.39,60,0.79,Low,10,11,5,11,23,12,8,9,94.34,135.02,112.15,107.9,60 days,2829.88,1869.99,2304.79
2021-11-13,23892.96,2386.1,2491.7,550.85,2256.83,4932.08,50,0.91,Medium,11,4,8,5,24,23,6,4,175.48,67.52,165.71,186.49,90 days,4315.76,1259.18,1333.17
2021-11-14,23414.01,2590.45,1870.22,1012.97,3364.06,5031.62,48,0.89,Low,12,4,10,11,20,12,8,16,87.84,144.5,231.66,173.83,90 days,4877.01,1311.15,1606.84
2021-11-15,25587.97,2057.11,2461.8,1717.71,2098.53,3834.19,58,0.95,Medium,13,5,6,7,21,20,10,12,136.15,156.86,202.85,213.09,60 days,2757.68,2934.17,1153.05
2021-11-16,22632.76,1821.33,1432.18,2695.63,2975.41,3115.43,36,0.85,Medium,11,8,7,3,31,16,13,12,122.92,134.14,117.98,223.43,30 days,4360.02,1988.47,3628.48
2021-11-17,27383.04,2932.16,3376.56,1818.14,2186.67,3666.91,56,0.82,High,13,5,5,12,20,11,7,9,102.89,198.58,141.56,208.47,90 days,4359.31,1209.99,1262.22
2021-11-18,19007.15,2074.14,1394.49,2824.68,718.28,6273.11,52,0.72,Medium,12,5,5,7,26,7,11,13,51.77,149.05,79.35,156.27,30 days,3603.31,1103.95,2184.34
2021-11-19,20364.33,2149.85,1071.89,1709.49,1513.52,7011.44,59,0.95,Medium,13,10,2,5,26,20,10,11,109.68,185.83,71.12,154.59,90 days,2030.08,2469.95,1458.42
2021-11-20,28454.56,3627.02,2195.99,1726.12,2269.09,7941.02,46,0.84,High,9,10,1,4,21,8,6,10,67.75,153.89,146.52,125.97,90 days,2882.79,1769.17,3334.18
2021-11-21,31094.33,4874.15,2906.58,799.37,3356.72,4731.82,43,0.88,Low,13,6,5,8,20,9,6,18,83.77,205.49,201.03,213.3,30 days,2117.35,1569.01,3806.13
2021-11-22,28497.81,3414.55,2200.69,2506.64,3091.48,5996.9,48,0.8,Low,12,16,4,9,30,17,6,10,153.25,94.27,224.95,202.06,60 days,3225.93,2375.69,2782.11
2021-11-23,16961.11,1307.92,1685.61,1117.41,1262.23,7685.72,50,0.84,Medium,9,10,0,9,20,14,12,12,135.69,193.07,147.67,193.54,30 days,3707.02,2397.4,4831.66
2021-11-24,22912.22,1302.33,2586.15,2749.03,1238.32,3835.21,51,0.94,High,4,10,4,7,18,13,9,10,129.06,131.68,102.45,193.44,30 days,3313.08,1720.91,2075.98
2021-11-25,29113.03,4805.69,1910.41,2777.06,1183.4,6588.23,46,0.74,Medium,8,6,5,5,16,14,17,9,134.6,171.61,117.05,205.06,90 days,4081.91,2901.39,4968.63
2021-11-26,29309.99,2189.16,3785.18,2858.28,3275.25,6774.89,45,0.77,Medium,6,6,6,7,22,15,12,12,68.01,150.58,150.19,216.62,60 days,2705.36,1799.84,3340.46
2021-11-27,24999.8,1368.27,3752.46,1800.58,3072.73,3444.88,50,0.74,Low,12,11,4,4,19,16,7,17,74.7,77.42,186.93,200.47,30 days,2234.11,1759.23,4441.64
2021-11-28,30009.12,3396.18,2407.59,2192.73,2847.16,7306.25,53,0.9,High,12,6,7,7,17,14,14,10,131.42,129.85,167.71,199.48,60 days,2506.8,2555.61,1479.95
2021-11-29,26588.39,3494.6,1849.23,2446.29,1738.93,7065.53,55,0.72,Medium,6,12,3,9,17,16,12,16,111.02,167.82,221.31,173.95,60 days,2802.0,2631.82,4934.66
2021-11-30,27780.01,3594.02,3158.82,827.54,2062.7,3167.02,49,0.72,Low,5,13,4,5,19,23,12,10,119.48,203.74,73.33,140.59,60 days,2729.87,1574.47,4020.2
2021-12-01,19210.95,2069.61,917.48,2002.39,1946.56,3455.42,49,0.77,Medium,8,14,4,7,17,11,7,21,181.87,94.95,248.58,155.9,30 days,3540.24,2378.16,3378.53
2021-12-02,20401.18,1060.44,2319.26,585.74,1334.85,3245.63,56,0.83,Low,8,11,8,4,27,11,9,15,77.77,116.83,237.26,153.33,90 days,4694.31,2278.49,1019.45
2021-12-03,29470.32,4860.06,1876.23,1743.92,2064.58,4673.72,51,0.8,High,9,8,3,6,20,13,9,12,186.6,117.7,96.93,200.99,60 days,3069.62,1067.33,1016.86
2021-12-04,22641.08,2003.57,3745.71,887.11,688.44,5546.44,47,0.71,Medium,11,17,5,5,15,13,8,11,178.62,143.9,78.67,108.89,90 days,2253.14,1390.83,1675.61
2021-12-05,21021.43,3704.11,838.41,957.31,982.25,5661.74,41,0.94,High,8,7,7,7,15,21,10,10,185.27,198.08,181.18,124.92,90 days,4459.93,1201.1,2628.82
2021-12-06,27829.68,3826.52,2569.01,1412.62,3171.11,4338.33,50,0.94,Low,9,7,5,3,16,12,12,10,146.2,123.28,199.85,156.93,30 days,2048.5,2770.55,2183.62
2021-12-07,28379.99,3440.03,3170.12,1581.09,2779.87,7557.98,49,0.77,High,11,9,5,12,17,12,6,14,179.59,83.49,155.55,227.52,30 days,3546.59,2911.41,4398.96
2021-12-08,25156.64,2251.63,2352.06,2057.93,1826.32,4841.31,56,0.88,High,8,10,6,8,13,19,5,12,198.68,141.05,120.09,145.75,30 days,4427.16,2649.97,4005.67
2021-12-09,17327.57,2084.39,1073.29,686.07,2099.74,3227.75,52,0.84,High,7,8,4,3,22,11,5,17,120.71,66.03,185.05,85.86,30 days,3699.32,1622.2,4567.72
2021-12-10,28967.41,3390.67,3911.88,1759.23,1673.0,4501.14,57,0.76,Medium,4,7,5,5,18,11,6,10,179.27,115.11,184.45,176.22,90 days,4790.49,2720.27,2495.76
2021-12-11,30994.88,4464.38,2457.63,956.56,2748.26,5655.55,50,0.77,Low,11,6,8,3,14,16,9,15,185.55,142.28,96.7,166.69,90 days,2089.95,1116.34,4147.0
2021-12-12,32321.32,4786.93,2765.4,1934.94,2874.14,5041.11,42,0.82,High,3,8,5,3,17,13,9,8,96.46,142.83,213.91,204.69,30 days,4825.41,2370.56,4370.93
2021-12-13,20833.42,1423.62,1557.15,2093.51,2813.53,4369.21,38,0.8,Medium,13,7,2,3,16,16,4,14,116.41,191.12,204.91,206.06,90 days,4249.14,1248.2,4988.36
2021-12-14,25964.26,1619.31,2347.19,1891.77,2695.57,3656.62,56,0.77,Low,7,8,7,6,23,18,12,16,136.05,188.18,85.27,107.75,30 days,2982.67,1025.14,4107.9
2021-12-15,30822.14,4778.95,2173.28,2345.74,1193.06,7095.82,50,0.9,Low,10,10,3,12,16,11,12,5,102.37,105.22,153.24,72.48,90 days,3882.98,1350.86,4434.61
2021-12-16,25272.35,3946.14,1039.67,1339.02,1580.11,7980.73,48,0.82,Low,4,5,4,6,22,21,13,18,98.32,108.17,140.81,194.53,90 days,3685.95,2926.82,2215.51
2021-12-17,28699.44,4531.98,1139.71,2412.77,1962.55,4647.71,54,0.86,High,13,9,4,13,22,13,14,9,107.11,217.07,153.24,172.64,30 days,4731.4,2508.43,3679.29
2021-12-18,22504.54,1810.53,3479.91,1581.92,1559.3,4908.11,51,0.75,High,12,9,3,9,10,23,10,16,113.59,122.64,153.03,88.32,30 days,3238.42,2036.1,3646.38
2021-12-19,24637.39,3350.34,1567.42,1710.46,2789.33,6090.19,44,0.83,High,15,9,7,4,18,15,12,11,87.84,82.85,164.33,227.61,90 days,2298.45,2873.91,3333.65
2021-12-20,26245.7,3804.56,1423.87,2120.26,1555.13,6592.21,56,0.78,Low,7,7,5,6,27,17,13,18,121.0,165.11,119.9,217.78,90 days,2206.08,1832.31,4853.59
2021-12-21,26377.87,3720.45,2415.72,545.9,1000.87,4960.15,60,0.83,Low,9,10,1,2,26,15,8,15,166.81,98.96,154.53,184.32,30 days,3240.97,1080.57,2669.46
2021-12-22,24711.7,2632.61,3259.99,2134.99,1757.22,7524.65,47,0.9,High,6,7,3,9,10,16,16,13,143.67,156.54,87.91,73.86,90 days,4957.06,2189.19,4471.83
2021-12-23,21841.69,1061.58,998.23,2046.46,3441.75,5800.02,49,0.89,High,8,3,5,9,21,15,7,9,106.96,191.4,101.8,100.2,60 days,3856.68,2656.72,1223.83
2021-12-24,24655.21,3331.7,2645.79,1274.62,1255.06,5251.95,46,0.79,Low,13,11,7,6,14,17,13,10,73.43,87.79,85.85,118.55,60 days,4225.43,1572.09,2638.49
2021-12-25,20388.79,2012.41,1181.47,714.49,2375.26,6233.36,53,0.87,Low,10,15,6,9,20,10,10,11,173.61,132.26,103.51,74.22,60 days,4887.51,1634.61,1291.75
2021-12-26,25225.54,2801.02,916.68,727.34,1855.62,7764.02,60,0.94,Medium,8,8,1,4,29,11,12,15,126.7,121.27,70.78,201.52,30 days,3989.38,2343.11,3376.36
2021-12-27,25033.19,4830.32,968.78,2808.06,805.97,6972.76,43,0.86,Medium,12,10,2,4,18,18,8,11,195.69,219.9,76.81,77.64,30 days,3805.85,2608.98,3369.48
2021-12-28,28935.67,2596.14,3469.33,2223.2,2014.84,3200.07,52,0.74,High,8,4,2,5,14,10,10,5,87.9,173.86,213.39,98.89,60 days,2565.33,1868.13,2386.85
2021-12-29,25277.86,4359.21,1177.51,817.76,2636.28,4661.55,45,0.87,Low,6,9,4,3,20,10,12,10,76.33,73.18,105.84,117.62,90 days,2868.7,1177.91,4624.45
2021-12-30,21089.44,1754.16,944.48,1391.81,2088.34,5352.72,54,0.73,Low,13,7,4,8,22,12,13,16,51.2,96.58,163.6,119.77,90 days,4639.78,2493.18,1649.9
2021-12-31,28042.08,3689.84,2201.28,1981.21,3129.11,4572.59,51,0.92,Medium,7,16,12,6,18,17,11,10,62.39,85.16,136.67,108.74,30 days,3523.24,1853.05,2857.08
2022-01-01,33699.26,4908.03,3500.78,2588.93,1437.92,6500.94,56,0.83,Low,12,4,3,7,20,17,6,5,107.81,62.44,129.23,226.47,30 days,4590.93,2820.33,3360.24
2022-01-02,17410.1,1407.57,1639.71,609.15,850.12,7131.35,56,0.8,High,8,8,4,7,17,15,11,10,79.74,110.54,224.28,223.54,30 days,2047.42,1506.3,1793.0
2022-01-03,24203.93,1033.28,2149.48,1091.58,3316.04,6656.73,60,0.71,Medium,9,6,9,4,16,18,9,10,55.68,111.91,157.52,167.35,60 days,3518.02,1926.57,4277.24
2022-01-04,23835.02,2734.33,927.75,2724.37,1696.77,7946.67,57,0.8,Low,12,2,6,2,16,14,7,15,83.81,97.6,163.02,85.64,60 days,2945.86,2416.25,2822.38
2022-01-05,19988.6,1370.5,2237.05,522.91,2271.58,4362.74,44,0.93,Low,7,8,4,6,20,14,5,14,159.31,148.5,152.64,181.6,60 days,2841.47,1490.36,3092.64
2022-01-06,27046.75,3993.54,2648.36,1003.5,2896.81,7374.95,47,0.71,High,6,8,5,8,16,6,10,11,160.35,94.95,118.41,225.95,30 days,4582.94,1453.73,2625.75
2022-01-07,31382.99,4658.19,2626.9,2897.56,1540.51,6833.11,49,0.82,Low,13,6,0,7,21,19,9,11,72.45,210.57,192.99,229.73,60 days,4514.64,2457.25,3424.18
2022-01-08,26217.48,2736.08,1863.77,2033.5,2676.88,4810.89,54,0.93,Medium,18,8,9,8,18,11,9,7,190.47,177.19,78.49,166.74,90 days,4688.05,1359.87,4255.96
2022-01-09,21513.28,2034.85,1809.71,1154.18,992.71,6670.62,58,0.8,Medium,10,9,4,4,25,16,7,8,73.86,79.42,120.67,96.12,60 days,3288.47,1238.31,2340.88
2022-01-10,21242.38,2737.61,1141.2,667.48,1444.75,3520.38,46,0.81,Low,10,9,3,5,11,12,17,12,63.4,103.02,189.07,202.23,30 days,4884.75,1517.9,2217.47
2022-01-11,22289.72,3893.79,1973.75,570.48,1019.66,6946.67,41,0.84,Low,9,4,4,8,23,16,13,9,74.44,217.19,76.02,167.76,60 days,2961.93,2640.66,4647.58
2022-01-12,18276.13,1036.22,1118.38,1111.86,2952.57,5661.65,41,0.82,Low,12,4,9,3,25,20,7,8,71.08,92.03,74.63,139.6,60 days,4967.48,2727.65,4997.07
2022-01-13,28075.5,3357.82,3253.11,2703.71,1245.68,4461.45,53,0.74,Low,11,6,6,3,23,21,13,11,144.76,78.71,137.1,89.75,90 days,4271.42,1208.77,1911.24
2022-01-14,29855.42,3453.17,3892.08,1539.78,2680.47,6278.89,50,0.7,Medium,6,6,5,4,23,14,11,10,73.44,97.17,115.21,104.57,60 days,3963.03,1219.36,1868.2
2022-01-15,32489.62,3550.75,3904.24,2300.83,3335.57,6208.1,40,0.85,High,15,7,4,7,20,19,7,15,145.15,174.22,196.17,160.48,60 days,4673.16,2674.3,1591.99
2022-01-16,26788.97,1968.09,3568.23,2795.71,2130.54,4047.43,42,0.93,Medium,7,5,5,2,16,17,6,12,91.49,142.86,206.07,108.01,30 days,3894.83,2891.86,2171.04
2022-01-17,26454.27,3856.21,2722.53,1520.1,2166.08,3151.99,43,0.73,Low,10,4,5,7,20,16,11,7,87.26,70.81,76.52,143.85,90 days,3259.84,1960.41,2985.47
2022-01-18,21082.07,1365.57,3042.77,978.19,1937.0,5168.11,48,0.75,Low,8,12,6,8,15,22,12,13,184.59,117.89,148.55,183.07,90 days,3083.98,2698.15,1019.38
2022-01-19,20532.19,1797.08,1712.66,1792.79,1545.08,5847.56,50,0.79,Medium,4,3,3,5,22,20,13,8,82.15,73.86,239.78,227.91,60 days,2422.01,2778.7,1963.95
2022-01-20,33082.45,4509.88,2818.47,2770.21,1979.4,7383.03,55,0.9,Medium,10,14,4,3,17,14,4,17,179.69,106.51,126.33,72.25,90 days,3442.04,1721.48,4434.15
2022-01-21,31711.58,3954.89,2258.08,2510.94,2348.14,7641.08,56,0.77,Low,14,4,1,7,13,8,13,13,95.53,87.35,105.45,196.47,30 days,4368.61,2009.21,1495.42
2022-01-22,20920.34,1054.98,2342.46,664.57,3459.38,5644.03,47,0.92,Medium,12,9,2,2,20,13,12,3,198.68,95.29,163.83,86.1,90 days,2413.11,2142.29,4351.85
2022-01-23,29903.09,1993.51,3224.88,2231.43,3319.52,6769.02,67,0.71,Low,9,6,4,4,19,9,16,15,197.14,184.51,151.16,220.68,60 days,4782.22,2549.69,3239.95
2022-01-24,25629.97,1857.63,1702.14,1929.74,3100.24,5196.52,58,0.94,Medium,10,10,4,11,22,8,8,13,174.14,185.36,109.51,192.04,60 days,2660.94,1918.45,2060.98
2022-01-25,25983.56,2083.23,1817.73,2768.66,3178.48,6730.41,57,0.84,Low,10,11,6,9,19,14,9,11,180.21,177.19,110.82,130.65,60 days,4882.02,2014.78,2824.16
2022-01-26,23951.27,1990.24,3758.85,806.2,1956.76,4024.01,43,0.86,Medium,13,8,3,8,25,23,12,15,173.49,170.12,193.61,149.58,30 days,3370.23,1149.0,1683.51
2022-01-27,17990.47,1250.11,979.92,1835.09,2506.59,4855.32,41,0.79,Low,11,14,6,5,22,19,14,7,144.45,99.23,128.13,176.66,30 days,2415.84,1108.34,3384.11
2022-01-28,31947.66,2835.76,2354.03,2698.66,3195.69,6171.14,43,0.9,High,17,8,5,4,23,11,10,8,171.35,130.52,247.49,157.57,90 days,2336.34,2479.34,1326.91
2022-01-29,30068.67,3930.93,3720.96,1525.06,1739.56,3090.79,51,0.74,High,11,11,0,12,18,17,13,9,144.24,133.61,122.16,226.71,60 days,3986.61,1964.52,3444.14
2022-01-30,31909.8,3426.93,2753.16,1704.99,3389.11,6612.31,62,0.71,Medium,9,7,3,7,10,20,9,9,176.32,145.58,168.62,229.77,30 days,4432.55,1179.26,2900.14
2022-01-31,26113.98,3691.49,2548.5,676.15,1805.78,7177.68,51,0.8,High,14,7,3,5,18,14,14,16,190.33,197.02,83.16,74.41,30 days,2171.99,1481.72,1004.52
2022-02-01,20744.42,1324.6,1599.18,1195.36,2343.14,4995.71,45,0.91,Low,12,8,8,5,20,17,6,14,163.0,202.18,166.99,185.1,90 days,4747.11,2354.67,4716.11
2022-02-02,30548.19,4805.96,1898.48,1311.27,2658.43,5239.71,48,0.89,Medium,10,6,5,4,24,13,11,10,194.7,94.57,152.91,188.22,60 days,2115.53,2009.54,1118.52
2022-02-03,36300.18,4353.97,3526.55,2862.81,3356.72,7256.41,51,0.83,Medium,7,4,6,11,24,8,9,18,117.23,129.12,132.88,195.37,90 days,3635.04,2588.63,4407.34
2022-02-04,28046.69,4220.36,2589.5,1206.67,1309.39,6878.27,51,0.84,Low,9,12,5,3,19,10,6,10,188.81,83.68,147.33,216.32,60 days,3546.84,1786.88,2020.21
2022-02-05,30973.21,4291.94,2447.18,1652.17,2763.78,4440.75,63,0.73,Low,9,9,2,5,14,10,10,11,83.93,163.71,102.12,162.91,60 days,4416.56,1230.17,4928.28
2022-02-06,27797.09,4730.84,1118.66,2178.26,2110.37,4619.88,43,0.91,Low,12,5,7,4,20,16,18,10,54.7,151.53,217.64,107.0,90 days,3745.7,1535.14,4998.86
2022-02-07,21937.69,3177.02,851.29,905.46,1378.82,6394.39,52,0.9,Medium,13,9,4,9,24,18,12,15,69.21,196.13,235.92,175.83,30 days,3010.72,1219.91,1933.3
2022-02-08,26839.91,1801.13,3883.79,1716.11,2852.16,5815.99,47,0.86,Low,9,7,6,3,18,13,11,14,74.04,143.02,220.75,118.29,60 days,3740.96,1960.95,2008.49
2022-02-09,28980.54,3467.13,2006.36,2346.35,2201.44,3811.15,52,0.82,High,13,6,6,5,17,11,13,16,173.66,184.97,214.88,121.52,60 days,4853.7,1948.37,4392.23
2022-02-10,34853.11,3971.53,2730.28,2667.14,2516.82,4549.65,71,0.94,Medium,12,7,6,7,21,10,9,7,110.15,110.89,168.71,166.14,30 days,2368.16,1148.03,1562.41
2022-02-11,24966.56,3951.67,1055.09,2065.65,1536.41,7499.92,42,0.92,Low,6,8,6,5,17,9,5,8,84.98,171.08,130.06,112.69,30 days,3970.14,1382.99,1013.51
2022-02-12,28540.95,3085.8,2985.97,2172.63,1995.69,6440.87,51,0.86,Medium,17,10,5,9,17,13,6,6,171.84,66.43,100.95,179.59,90 days,2504.4,2939.74,3519.61
2022-02-13,26477.46,1273.83,3784.21,815.71,2390.33,7929.87,59,0.79,High,10,10,5,8,22,12,11,12,80.32,84.24,217.55,205.76,30 days,2613.67,2966.98,2087.67
2022-02-14,28555.36,2484.45,2642.13,2864.44,1774.24,6835.06,60,0.85,High,12,7,7,3,26,9,15,14,61.68,131.52,77.82,227.6,30 days,4917.5,1685.28,2475.23
2022-02-15,24261.84,4683.07,1203.57,831.44,1175.28,7709.87,57,0.84,Low,13,7,5,4,21,12,6,13,119.93,201.9,102.58,92.79,90 days,4477.92,1289.31,2790.03
2022-02-16,30323.55,3337.8,2661.51,2436.68,3388.76,4080.94,40,0.8,Medium,6,4,7,5,20,17,12,14,60.41,201.62,142.31,140.13,90 days,4733.35,1376.77,2063.37
2022-02-17,28444.6,3153.33,3252.31,1162.04,2083.26,6857.42,49,0.78,Low,5,7,5,6,14,18,12,6,91.84,155.8,105.03,187.21,90 days,2455.83,1162.86,1474.8
2022-02-18,24748.06,2075.41,2100.53,2833.98,2728.37,3101.09,44,0.8,Medium,14,4,7,7,17,11,15,9,155.05,80.78,174.94,160.27,60 days,3239.37,1170.99,3831.23
2022-02-19,27562.17,2473.8,3615.48,2299.9,1792.04,6353.8,50,0.84,Low,6,10,7,5,13,19,12,13,106.18,168.95,200.35,75.66,60 days,4300.95,1385.97,2971.74
2022-02-20,31811.81,4581.38,2875.79,2384.53,1629.88,5346.41,49,0.81,Low,19,9,4,2,24,16,2,10,63.12,88.3,233.64,122.43,60 days,3944.7,1940.88,4074.77
2022-02-21,28935.65,3665.85,3677.6,1047.65,1780.78,4733.8,50,0.77,Medium,7,7,7,5,26,18,7,10,110.45,116.07,107.88,195.97,30 days,2453.11,2425.74,4627.21
2022-02-22,30029.23,4149.55,2795.22,1607.6,1786.67,7312.02,55,0.89,Medium,9,10,3,10,19,17,12,14,126.97,110.27,120.33,146.32,30 days,3317.45,1316.07,1904.71
2022-02-23,26504.79,2817.38,1220.12,2044.53,2178.12,7271.34,51,0.83,High,7,4,5,5,15,14,13,8,87.53,201.51,199.01,179.57,90 days,2728.11,1833.89,4579.61
2022-02-24,29380.59,3520.99,1791.01,2424.93,2176.06,3111.51,63,0.72,High,10,8,11,4,25,15,11,13,75.63,170.97,109.07,170.69,90 days,3014.16,1171.06,4826.32
2022-02-25,19114.14,1993.53,1445.74,759.9,2041.75,6047.53,43,0.79,Medium,14,8,4,9,21,15,11,6,164.25,71.37,139.09,220.65,60 days,4739.05,2243.26,2190.62
2022-02-26,30282.69,3821.84,3708.24,2905.91,990.88,4839.16,49,0.92,High,7,5,4,2,20,14,12,12,60.18,194.94,205.62,206.6,60 days,2738.72,1861.42,4417.27
2022-02-27,29887.7,2710.41,3233.28,2725.55,2038.62,5078.31,58,0.89,High,13,7,6,7,26,10,9,20,193.53,128.86,137.65,121.73,30 days,3128.01,2598.75,2090.79
2022-02-28,22714.19,2770.18,2964.47,1175.87,1090.4,7160.2,45,0.78,Medium,10,9,4,4,23,13,14,14,51.14,180.76,96.34,147.12,60 days,3552.6,2763.56,4348.24
2022-03-01,26421.46,3597.29,1763.09,2556.9,965.79,4549.2,50,0.93,Medium,10,6,5,7,18,17,11,13,147.69,184.27,118.5,143.6,90 days,2212.97,1486.73,4628.76
2022-03-02,30481.5,4745.12,1388.94,1795.81,3304.67,7715.24,60,0.72,Medium,8,12,7,7,22,18,11,5,70.04,219.79,84.55,111.03,60 days,4666.27,1801.85,4871.42
2022-03-03,24060.54,1256.03,3220.64,1654.52,2354.36,3898.17,49,0.94,Low,16,10,4,6,35,9,8,9,132.06,115.51,191.35,167.48,90 days,3392.85,1994.65,3294.46
2022-03-04,30717.3,4298.97,2317.31,1286.09,2512.52,6313.61,55,0.76,Medium,6,11,3,5,13,12,13,14,78.1,198.31,78.25,107.99,60 days,3080.64,2992.6,3188.16
2022-03-05,21539.99,2169.53,1522.53,1952.42,1765.2,6360.53,49,0.7,Medium,13,7,7,4,24,19,13,9,55.15,105.89,173.33,91.35,90 days,3432.54,2831.41,1405.57
2022-03-06,28727.86,2775.68,2773.19,2324.72,3236.04,4260.98,53,0.81,Medium,12,7,2,7,15,16,14,11,178.96,219.29,241.01,83.2,90 days,4024.73,2939.81,3157.83
2022-03-07,18413.12,1087.65,929.07,1527.33,2450.0,4623.75,43,0.79,High,14,7,1,3,16,15,7,10,113.59,125.64,224.78,112.27,90 days,3833.91,1928.12,4356.91
2022-03-08,25854.53,2204.18,1843.74,2073.05,2830.59,7173.99,45,0.83,Medium,12,9,2,6,20,19,15,6,91.28,165.63,83.13,143.08,30 days,3732.04,2999.15,1036.56
2022-03-09,22700.36,3010.52,2299.38,2248.28,1668.83,6809.03,48,0.9,High,12,5,3,2,29,15,10,17,192.09,219.12,198.61,84.08,30 days,2915.27,1064.51,4634.92
2022-03-10,25622.79,1224.7,1273.47,2277.8,3384.03,4645.48,64,0.91,Low,11,8,2,7,20,18,6,8,62.3,92.07,194.22,176.51,30 days,3304.42,2935.54,3304.76
2022-03-11,28325.03,2964.38,3950.89,629.92,2979.34,5669.78,37,0.8,Medium,6,9,8,6,20,16,10,17,102.28,159.84,123.71,208.59,90 days,4091.84,1384.79,3569.66
2022-03-12,29919.01,4708.44,1469.11,2649.37,3076.45,3308.4,45,0.81,Medium,14,2,2,8,19,14,8,15,76.6,219.74,89.68,135.47,60 days,4621.01,2957.6,3919.6
2022-03-13,18717.62,1421.57,1217.13,1645.63,1099.36,4043.73,45,0.74,High,4,8,7,10,23,12,9,16,198.68,211.03,223.73,209.09,30 days,2410.01,1909.72,4713.82
2022-03-14,24791.21,4057.76,1451.31,1156.04,1385.79,5429.1,50,0.71,Low,12,4,2,5,18,12,9,14,131.9,95.32,169.77,89.91,60 days,4518.26,2158.94,3777.4
2022-03-15,23570.19,2638.68,3261.0,1104.41,1428.32,3429.87,52,0.86,Medium,8,16,5,7,26,11,12,8,171.83,75.8,195.71,77.79,30 days,4390.27,2814.8,2759.64
2022-03-16,26179.76,3620.69,2161.62,1707.54,1385.64,7216.66,49,0.72,Low,9,6,4,3,23,14,18,15,74.53,128.17,152.4,199.29,60 days,4227.34,2968.58,4434.96
2022-03-17,27097.75,2040.95,2609.33,2717.08,3080.68,6590.03,46,0.88,Low,8,13,3,4,12,21,7,10,95.67,182.14,110.02,225.84,60 days,3391.23,1343.25,4803.46
2022-03-18,15474.45,1637.97,867.23,1445.87,692.47,7718.17,46,0.83,Medium,11,7,0,8,19,12,12,9,142.94,186.35,116.86,121.2,90 days,3691.08,2217.99,3484.83
2022-03-19,19656.48,1641.85,910.18,2374.31,820.69,6467.33,48,0.75,Low,11,6,2,4,20,12,10,8,76.7,157.19,166.27,173.46,30 days,3434.89,2385.73,4060.06
2022-03-20,18505.6,1281.97,2226.64,742.05,1394.35,7702.01,50,0.83,Low,16,6,4,4,13,15,12,13,125.01,158.38,112.22,172.99,90 days,3533.64,2416.34,3209.75
2022-03-21,24307.07,1742.59,3413.3,1690.14,1179.63,5772.56,53,0.75,Medium,12,2,6,8,16,12,15,10,189.74,79.31,141.76,178.11,90 days,3849.69,1420.5,1444.21
2022-03-22,30064.13,3656.88,3632.76,2979.22,1272.39,6001.09,49,0.81,High,10,9,5,6,17,16,9,12,189.54,130.59,83.39,159.43,60 days,3479.11,1140.04,3443.66
2022-03-23,30376.91,4526.76,1077.46,2426.09,2914.04,7884.86,57,0.9,Medium,6,5,5,7,19,15,13,12,103.23,152.19,249.19,107.31,60 days,3668.39,1752.48,3279.13
